trial_idx,source_vendor,source_model,source_condition,source_repeat_idx,source_label,source_quote,source_quote_sha1,source_quote_valid,ground_truth,judge_vendor,judge_model,raw_output,verdict,format_valid,supports_label
97,gemini,gemini-3-flash-preview,evidence_required,1,METASTATIC,"we randomly assigned, in a 1:1 ratio, 559 patients with untreated metastatic, squamous NSCLC_",55ebd3b04a126fe1121ac652d0282f2a257f96f8,False,METASTATIC,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
98,gemini,gemini-3-flash-preview,evidence_required,1,METASTATIC,we randomly assigned 322 patients who had metastatic melanoma with a V600E or V600K BRAF mutation,2f0b234c6ef62442bf7acce140fa215447af0a7e,True,METASTATIC,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
99,gemini,gemini-3-flash-preview,evidence_required,1,NEITHER,Individuals aged 30 to 64 years with female sex,da09b4c276fe2322676bdbd8b37adbb00c70bf31,True,NEITHER,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
100,gemini,gemini-3-flash-preview,evidence_required,1,LOCALIZED,Adults with rectal cancer that had been clinically staged as T2,f969a5a891673495161c9f5f7e376d6350d0ddbf,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
101,gemini,gemini-3-flash-preview,evidence_required,1,LOCALIZED,"Patients with previously untreated, stage III-IVB (",1b445e0a2831f1d8e8ffcf9964fc0ad3cae15294,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
102,gemini,gemini-3-flash-preview,evidence_required,1,BOTH,Randomization was stratified according to programmed death ligand 1 (PD,e7b6c4f52bcc307bc9ed05593e0b38ae5a3f5aa8,True,BOTH,gemini,gemini-3-flash-preview,VERDICT: NOT_SUPPORTED,NOT_SUPPORTED,True,False
103,gemini,gemini-3-flash-preview,evidence_required,1,LOCALIZED,To evaluate the safety and efficacy of adjuvant girentuximab on,312c321bd5b8c4c52e1ab61e8a73cc6ff6014ac8,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
104,gemini,gemini-3-flash-preview,evidence_required,1,LOCALIZED,Eligible patients had pathological stage high-grade T1b,6822e7e9cdef0ffa3134eed0944d04b382e91bd0,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
105,gemini,gemini-3-flash-preview,evidence_required,1,BOTH,Randomisation was done via the minimisation method with biased-,2c2b486879566150e58b1377d31ae7971f6219a8,True,BOTH,gemini,gemini-3-flash-preview,VERDICT: NOT_SUPPORTED,NOT_SUPPORTED,True,False
106,gemini,gemini-3-flash-preview,evidence_required,1,METASTATIC,Eligible patients had newly diagnosed metastatic prostate cancer.,cdfbb7de98552d07161d0a6e5601da1211c79bc4,True,METASTATIC,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
107,gemini,gemini-3-flash-preview,evidence_required,1,LOCALIZED,"We conducted a phase 3, double-blind",fc3d4c2967ce694aaa180320370661673eb91c51,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: NOT_SUPPORTED,NOT_SUPPORTED,True,False
108,gemini,gemini-3-flash-preview,evidence_required,1,BOTH,"patients with advanced cancer, aged at least 18",994ffb7c194d2b0a1798216a5d30c4aa72ae22ff,True,BOTH,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
109,gemini,gemini-3-flash-preview,evidence_required,1,BOTH,"locally advanced, unresectable, or metastatic cutaneous melanoma",40560de174934256c1341f83c94e1cc40eddd7ae,True,BOTH,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
110,gemini,gemini-3-flash-preview,evidence_required,1,METASTATIC,"in patients with histologically proven, HER2-positive metastatic breast cancer, without previous chemotherapy for metastatic disease",493177c96434c0b68b8132d84e12d76eb974e196,True,METASTATIC,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
111,gemini,gemini-3-flash-preview,evidence_required,1,BOTH,Patients aged 18 years or older with previously untreated unresectable stage IIIc or stage IV melanoma and an Eastern Cooperative Oncology Group performance status of 0 or 1 were eligible for inclusion.,271c2d9f63fff90efc8728cb816095315591e6e1,True,BOTH,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
112,gemini,gemini-3-flash-preview,evidence_required,1,BOTH,we enrolled adults aged 18 years or older with histologically confirmed locally advanced unresectable (M0) or metastatic (M1) adenocarcinoma of the stomach or gastro-oesophageal junction.,076c11304025f27e18daf7fb5b082e983e0f3670,True,BOTH,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
113,gemini,gemini-3-flash-preview,evidence_required,1,LOCALIZED,386 participants who had had at least two,7a75b65b112895dc818d1db21dd487e4bf6059a1,True,NEITHER,gemini,gemini-3-flash-preview,VERDICT: NOT_SUPPORTED,NOT_SUPPORTED,True,False
114,gemini,gemini-3-flash-preview,evidence_required,1,LOCALIZED,patients with squamous-cell carcinoma of the head and neck who,b2181e086b7a75dc8c7522280f687a16131d7a4a,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: NOT_SUPPORTED,NOT_SUPPORTED,True,False
115,gemini,gemini-3-flash-preview,evidence_required,1,BOTH,we randomly assigned patients with unresectable stage IIIC or IV melanoma,9c74be094483dd16b5b51d18d71153ac0f52a093,True,BOTH,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
116,gemini,gemini-3-flash-preview,evidence_required,1,BOTH,"Patients with advanced, unresectable, American Joint Committee on Cancer stage",67adbb9742b225071eb18b5a7f2ca3aec3922ce5,True,BOTH,gemini,gemini-3-flash-preview,VERDICT: NOT_SUPPORTED,NOT_SUPPORTED,True,False
117,gemini,gemini-3-flash-preview,evidence_required,1,LOCALIZED,We compared letrozole with tamoxifen as adjuvant treatment,49168eb16df68e889387ece63de234cd5ebe6370,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
118,gemini,gemini-3-flash-preview,evidence_required,1,LOCALIZED,Eligible patients were aged 18-75,b7d3ab477e2281821eca96aa1c27369a3b79f353,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: NOT_SUPPORTED,NOT_SUPPORTED,True,False
119,gemini,gemini-3-flash-preview,evidence_required,1,LOCALIZED,patients with palpable T1-T2 invasive breast cancer,cb8a20c15fe2c7f29c70bbdd83082bcecf3eb382,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
120,gemini,gemini-3-flash-preview,evidence_required,1,BOTH,"patients aged 18 years or older, with previously untreated, hist",d685b73a550ae1884ecdf14be67b0d1071a6a235,True,BOTH,gemini,gemini-3-flash-preview,VERDICT: NOT_SUPPORTED,NOT_SUPPORTED,True,False
122,gemini,gemini-3-flash-preview,evidence_required,1,LOCALIZED,patients with FIGO (International Federation of Gynecology and Obstetrics),898d0d9c4730a3a3b473d1b7c30432405e5269fa,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: NOT_SUPPORTED,NOT_SUPPORTED,True,False
123,gemini,gemini-3-flash-preview,evidence_required,1,LOCALIZED,Eligible patients were aged 18 years or older,b28b5f3ef72e5860a6d72add16b504b580daae25,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: NOT_SUPPORTED,NOT_SUPPORTED,True,False
124,gemini,gemini-3-flash-preview,evidence_required,1,LOCALIZED,"Adults (aged ≥18 years) with locally advanced soft-tissue sarcoma of the extremity or trunk wall, of any histological grade, and requiring preoperative radiotherapy were included.",f01be5f907ffb3968529022574e3b780796c8912,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
125,gemini,gemini-3-flash-preview,evidence_required,1,BOTH,Eligible patients were aged 18 years or older with recurrent low-,1a5d29608d27231c110464f71862e72dfe1be02a,True,BOTH,gemini,gemini-3-flash-preview,VERDICT: NOT_SUPPORTED,NOT_SUPPORTED,True,False
126,gemini,gemini-3-flash-preview,evidence_required,1,BOTH,Eligible adult participants (aged ≥18 years) had primary stage,595c13a7df2ba392d69037646fef21e6456a83ad,True,BOTH,gemini,gemini-3-flash-preview,VERDICT: NOT_SUPPORTED,NOT_SUPPORTED,True,False
127,gemini,gemini-3-flash-preview,evidence_required,1,LOCALIZED,patients aged 18 to 70 years with re,04376809b47363de3a6796ccf12cba919a09baf9,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: NOT_SUPPORTED,NOT_SUPPORTED,True,False
128,gemini,gemini-3-flash-preview,evidence_required,1,LOCALIZED,"Participants were aged 18 years and older, had T1-4, N0-3, M0 oropharyngeal or hypopharyngeal cancer",a2901e7a0e6ecc70978ec646a7e92e9bd0370ff6,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
129,gemini,gemini-3-flash-preview,evidence_required,1,METASTATIC,Eligible patients were aged 18-80 years,23a13725bade9e440e355e30fcc2bddbc3ecc72e,True,METASTATIC,gemini,gemini-3-flash-preview,VERDICT: NOT_SUPPORTED,NOT_SUPPORTED,True,False
130,gemini,gemini-3-flash-preview,evidence_required,1,LOCALIZED,patients with stage III ovarian carcinoma or primary peritoneal carcinoma with no residual,4e7c6aeeb2970456a0aee1c5d8e245d4ece8b380,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
131,gemini,gemini-3-flash-preview,evidence_required,1,METASTATIC,Eligibility criteria included ERBB2-negative metastatic breast cancer,b7095452191b73c0bf384af62dfbd1c39d7a3c31,True,METASTATIC,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
132,gemini,gemini-3-flash-preview,evidence_required,1,NEITHER,patients with active rheumatoid arthritis despite methotrexate treatment who were,a29e135e0d7ae70a83d2afb8315d23773b59f466,True,NEITHER,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
133,gemini,gemini-3-flash-preview,evidence_required,1,METASTATIC,Eligible patients were aged 18-80 years with stage IV melanoma with no evidence of disease after surgery or radiotherapy.,de6ab41b9a72e031f23e734d3b3eec4e3d6f64da,True,METASTATIC,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
134,gemini,gemini-3-flash-preview,evidence_required,1,METASTATIC,"we randomly assigned, in a 1:1 ratio,",d8aeb23400b810b4ec1f3a911af426ebf6dffc6b,False,BOTH,gemini,gemini-3-flash-preview,VERDICT: NOT_SUPPORTED,NOT_SUPPORTED,True,False
136,gemini,gemini-3-flash-preview,evidence_required,1,LOCALIZED,All patients starting adjuvant or neoadjuvant chemotherapy for early stage breast cancer at each centre.,a6faddd453e53720422bf2bb801ad8dfcd687277,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
137,gemini,gemini-3-flash-preview,evidence_required,1,LOCALIZED,"Because of the inaccessibility of mediastinal nodal metastases, the left",d71a6a19b62287a8c87044ba79468ee7ee91dca6,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: NOT_SUPPORTED,NOT_SUPPORTED,True,False
138,gemini,gemini-3-flash-preview,evidence_required,1,BOTH,adults aged 18 years or older with histologically or,a7d1499c9ee0b79e19ec3fa8b4a3d394ad2407c5,True,METASTATIC,gemini,gemini-3-flash-preview,VERDICT: NOT_SUPPORTED,NOT_SUPPORTED,True,False
139,gemini,gemini-3-flash-preview,evidence_required,1,LOCALIZED,"523 patients with curable stage T2b,",0d51129c6fa571a99cf0d77fabed1c42749871f9,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
140,gemini,gemini-3-flash-preview,evidence_required,1,METASTATIC,"We evaluated whether abiraterone acetate, an inhibitor of androgen biosynthesis, prolongs overall survival among patients with metastatic castration-resistant prostate cancer who have received chemotherapy.",32be2eebc0a9c19551555f1b28d74de10592d571,True,METASTATIC,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
141,gemini,gemini-3-flash-preview,evidence_required,1,METASTATIC,"Eligible patients (n = 686) had metastatic cancer with spinal cord or cauda equina compression, life expectancy greater than 8 weeks, and no previous radiotherapy to the same area.",90b8b1ce26881f1a262c409c0be08f786debc092,True,METASTATIC,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
142,gemini,gemini-3-flash-preview,evidence_required,1,LOCALIZED,"enrolled 329 women with ERBB2-positive early (T2-3, N0-1, M0) or locally advanced breast cancer (T2-3, N2 or N3, M0; T4, any N, M0)",22ba5ffce0ae91fc338c92ab90641a6944ad8acb,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
143,gemini,gemini-3-flash-preview,evidence_required,1,NEITHER,"Screening for its precursor, anal intraepithelial neoplasia",5beb370f7bca7917da96597bf3268e3493f960c0,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
144,gemini,gemini-3-flash-preview,evidence_required,1,METASTATIC,we randomly assigned patients with spinal cord compression caused by metastatic,090973cbdcc1cd84e5ba5c262556df3885ed3059,True,METASTATIC,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
145,gemini,gemini-3-flash-preview,evidence_required,1,LOCALIZED,"patients aged 18 years or older from 129 UK centres who had histologically confirmed node-positive or high-risk node-negative operable breast cancer, had undergone complete excision, and were due to receive adjuvant chemotherapy.",d596171e05c1467d3cae8198a94cac5e82ad45a1,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
146,gemini,gemini-3-flash-preview,evidence_required,1,NEITHER,in the primary prevention of cardiovascular disease and cancer among men 50 years of age or older and women 55 years of age or older in the United States.,0b8a0885898b71126aa8a73937c694188bb6ff1c,True,NEITHER,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
147,gemini,gemini-3-flash-preview,evidence_required,1,LOCALIZED,To determine whether nab-paclitaxel improves the,fb9e76a7b49023b705e92a5d472b486aa84ce78e,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: NOT_SUPPORTED,NOT_SUPPORTED,True,False
148,gemini,gemini-3-flash-preview,evidence_required,1,BOTH,Patients had received one to two previous cytotoxic chemotherapy regimens (one or more platinum based combination therapies) for stage IIIB or IV non-small-cell lung cancer.,52cc3c52a9f573991c377f9593364e426cf861d2,True,BOTH,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
149,gemini,gemini-3-flash-preview,evidence_required,1,LOCALIZED,"Desmoid tumors are rare, locally aggressive, highly",c9186e1a53e7f758fef12ddb31fb25dd6368a34f,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: NOT_SUPPORTED,NOT_SUPPORTED,True,False
150,gemini,gemini-3-flash-preview,evidence_required,1,LOCALIZED,we enrolled patients with a histologically proven superficial basal-cell carcinoma,3d9bef131d356c2d728d9fc8d0397676cc4e5712,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
151,gemini,gemini-3-flash-preview,evidence_required,1,NEITHER,"Patients aged 18 years or older, diagnosed with un",277803b484baf3002791db4f1f0b2df599ac5b0f,True,NEITHER,gemini,gemini-3-flash-preview,VERDICT: NOT_SUPPORTED,NOT_SUPPORTED,True,False
152,gemini,gemini-3-flash-preview,evidence_required,1,METASTATIC,We included chemotherapy-naive men (aged ≥18 years),26d9bdcdee233175800dde94e23b0b96b3d08f6b,True,METASTATIC,gemini,gemini-3-flash-preview,VERDICT: NOT_SUPPORTED,NOT_SUPPORTED,True,False
153,gemini,gemini-3-flash-preview,evidence_required,1,LOCALIZED,"patients with stage 0, I, and IIA breast cancer",39d54b7fda4846a420f13a6d7bddc9681a1f78cf,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
154,gemini,gemini-3-flash-preview,evidence_required,1,METASTATIC,Women older than 18 years with histologically confirmed HER,9d8c254694955e1e925281d78ba3e01f2fc0cb33,True,METASTATIC,gemini,gemini-3-flash-preview,VERDICT: NOT_SUPPORTED,NOT_SUPPORTED,True,False
155,gemini,gemini-3-flash-preview,evidence_required,1,BOTH,we enrolled patients who had locally advanced or metastatic non-small-cell lung cancer,8181c9da031d7b7cd80f17e377d1bcb05f7af4e5,True,BOTH,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
156,gemini,gemini-3-flash-preview,evidence_required,1,LOCALIZED,patients aged 18 years or older with clinical stage I endometrial or cervical cancer undergoing curative surgery,497bfcf94eef00225dfe6be3ee39ac77b8c6b7a2,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
157,gemini,gemini-3-flash-preview,evidence_required,1,LOCALIZED,"In this phase 3 trial, we enrolled patients with prostate cancer",eca0abaf59cb5f8c34cdf06773c50748825df0ac,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: NOT_SUPPORTED,NOT_SUPPORTED,True,False
158,gemini,gemini-3-flash-preview,evidence_required,1,LOCALIZED,1861 patients with resectable rectal cancer without evidence of distant disease were randomly assigned,b1e8cfa2035861a4dc733a3dad9c409685d90f37,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
159,gemini,gemini-3-flash-preview,evidence_required,1,BOTH,Randomisation was done in blocks stratified by International Neuroblastoma Staging System,82560fd0e57d6e14f4d1a81377b782ff356ab625,True,BOTH,gemini,gemini-3-flash-preview,VERDICT: NOT_SUPPORTED,NOT_SUPPORTED,True,False
160,gemini,gemini-3-flash-preview,evidence_required,1,METASTATIC,"women aged 18 years or older with hormone-receptor-positive, HER2-negative metastatic breast cancer that had progressed on previous endocrine therapy",05c2939dada0672749ec4cb4ea3d7457c7858303,True,METASTATIC,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
161,gemini,gemini-3-flash-preview,evidence_required,1,BOTH,"Outcomes are poor in patients with HER2-negative, advanced gastric",8bf475c1883351d59b81ea8bf3a22e9637a1fcc8,True,BOTH,gemini,gemini-3-flash-preview,VERDICT: NOT_SUPPORTED,NOT_SUPPORTED,True,False
162,gemini,gemini-3-flash-preview,evidence_required,1,LOCALIZED,"Eligible patients had pathologically proven, stage IIIA/N2 non-small-cell lung cancer",802a79a2fe1cc83cabf70393b3d06da18117ee17,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
163,gemini,gemini-3-flash-preview,evidence_required,1,LOCALIZED,we enrolled patients aged 18-70 years with operable,361aca067096fdcf9e4414bb4d9f147d84b0671e,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
164,gemini,gemini-3-flash-preview,evidence_required,1,BOTH,Patients who have unresectable or metastatic melanoma with a BRAF V,7db3bf36cf3fd002728a008b97171b9465cb5fc7,True,BOTH,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
165,gemini,gemini-3-flash-preview,evidence_required,1,BOTH,"adult patients (aged ≥18 years) with advanced, progressive,",9d627e5b828a1e9487d0d3a1144093e73f7a24cc,True,BOTH,gemini,gemini-3-flash-preview,VERDICT: NOT_SUPPORTED,NOT_SUPPORTED,True,False
166,gemini,gemini-3-flash-preview,evidence_required,1,METASTATIC,in patients with HER2-positive metastatic breast cancer previously treated with trastuzumab and a taxane,ba494453b87af5027c59b2f08eaff54dadac5a1f,True,METASTATIC,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
